,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
11016,India,Lime,1992,23940,1083,70791,27.24
11017,India,Lime,1992,23940,1083,70791,25.41
11018,India,Lime,1992,23940,1083,70791,25.73
11019,India,Lime,1992,23940,1083,70791,25.27
11020,India,Lime,1992,23940,1083,70791,23.79
11021,India,Lime,1992,23940,1083,70791,26.32
11022,India,Lime,1992,23940,1083,70791,25.52
11023,India,Lime,1992,23940,1083,70791,25.58
11024,India,Lime,1992,23940,1083,70791,25.14
11025,India,Lime,1992,23940,1083,70791,26.37
11026,India,Lime,1992,23940,1083,70791,24.62
11027,India,Lime,1992,23940,1083,70791,26.78
11028,India,Lime,1992,23940,1083,70791,26.78
11029,India,Lime,1992,23940,1083,70791,25.89
11030,India,Oak,1993,230430,1083,66388,25.88
11031,India,Oak,1993,230430,1083,66388,27.46
11032,India,Oak,1993,230430,1083,66388,26.1
11033,India,Oak,1993,230430,1083,66388,24.34
11034,India,Oak,1993,230430,1083,66388,25.22
11035,India,Oak,1993,230430,1083,66388,25.75
11036,India,Oak,1993,230430,1083,66388,25.92
11037,India,Oak,1993,230430,1083,66388,26.34
11038,India,Oak,1993,230430,1083,66388,27.24
11039,India,Oak,1993,230430,1083,66388,25.5
11040,India,Oak,1993,230430,1083,66388,26.32
11041,India,Oak,1993,230430,1083,66388,25.27
11042,India,Oak,1993,230430,1083,66388,24.34
11043,India,Oak,1993,230430,1083,66388,26.07
11044,India,Oak,1993,230430,1083,66388,25.92
11045,India,Oak,1993,230430,1083,66388,25.66
11046,India,Oak,1993,230430,1083,66388,25.06
11047,India,Oak,1993,230430,1083,66388,27.07
11048,India,Oak,1993,230430,1083,66388,24.74
11049,India,Oak,1993,230430,1083,66388,27.04
11050,India,Oak,1993,230430,1083,66388,27.04
11051,India,Oak,1993,230430,1083,66388,25.97
11052,India,Pine,1993,16015,1083,66388,25.88
11053,India,Pine,1993,16015,1083,66388,27.46
11054,India,Pine,1993,16015,1083,66388,26.1
11055,India,Pine,1993,16015,1083,66388,24.34
11056,India,Pine,1993,16015,1083,66388,25.22
11057,India,Pine,1993,16015,1083,66388,25.75
11058,India,Pine,1993,16015,1083,66388,25.92
11059,India,Pine,1993,16015,1083,66388,26.34
11060,India,Pine,1993,16015,1083,66388,27.24
11061,India,Pine,1993,16015,1083,66388,25.5
11062,India,Pine,1993,16015,1083,66388,26.32
11063,India,Pine,1993,16015,1083,66388,25.27
11064,India,Pine,1993,16015,1083,66388,24.34
11065,India,Pine,1993,16015,1083,66388,26.07
11066,India,Pine,1993,16015,1083,66388,25.92
11067,India,Pine,1993,16015,1083,66388,25.66
11068,India,Pine,1993,16015,1083,66388,25.06
11069,India,Pine,1993,16015,1083,66388,27.07
11070,India,Pine,1993,16015,1083,66388,24.74
11071,India,Pine,1993,16015,1083,66388,27.04
11072,India,Pine,1993,16015,1083,66388,27.04
11073,India,Pine,1993,16015,1083,66388,25.97
11074,India,Plywood,1993,149024,1083,66388,25.88
11075,India,Plywood,1993,149024,1083,66388,27.46
11076,India,Plywood,1993,149024,1083,66388,26.1
11077,India,Plywood,1993,149024,1083,66388,24.34
11078,India,Plywood,1993,149024,1083,66388,25.22
11079,India,Plywood,1993,149024,1083,66388,25.75
11080,India,Plywood,1993,149024,1083,66388,25.92
11081,India,Plywood,1993,149024,1083,66388,26.34
11082,India,Plywood,1993,149024,1083,66388,27.24
11083,India,Plywood,1993,149024,1083,66388,25.5
11084,India,Plywood,1993,149024,1083,66388,26.32
11085,India,Plywood,1993,149024,1083,66388,25.27
11086,India,Plywood,1993,149024,1083,66388,24.34
11087,India,Plywood,1993,149024,1083,66388,26.07
11088,India,Plywood,1993,149024,1083,66388,25.92
11089,India,Plywood,1993,149024,1083,66388,25.66
11090,India,Plywood,1993,149024,1083,66388,25.06
11091,India,Plywood,1993,149024,1083,66388,27.07
11092,India,Plywood,1993,149024,1083,66388,24.74
11093,India,Plywood,1993,149024,1083,66388,27.04
11094,India,Plywood,1993,149024,1083,66388,27.04
11095,India,Plywood,1993,149024,1083,66388,25.97
11096,India,Birch,1993,28303,1083,66388,25.88
11097,India,Birch,1993,28303,1083,66388,27.46
11098,India,Birch,1993,28303,1083,66388,26.1
11099,India,Birch,1993,28303,1083,66388,24.34
11100,India,Birch,1993,28303,1083,66388,25.22
11101,India,Birch,1993,28303,1083,66388,25.75
11102,India,Birch,1993,28303,1083,66388,25.92
11103,India,Birch,1993,28303,1083,66388,26.34
11104,India,Birch,1993,28303,1083,66388,27.24
11105,India,Birch,1993,28303,1083,66388,25.5
11106,India,Birch,1993,28303,1083,66388,26.32
11107,India,Birch,1993,28303,1083,66388,25.27
11108,India,Birch,1993,28303,1083,66388,24.34
11109,India,Birch,1993,28303,1083,66388,26.07
11110,India,Birch,1993,28303,1083,66388,25.92
11111,India,Birch,1993,28303,1083,66388,25.66
11112,India,Birch,1993,28303,1083,66388,25.06
11113,India,Birch,1993,28303,1083,66388,27.07
11114,India,Birch,1993,28303,1083,66388,24.74
11115,India,Birch,1993,28303,1083,66388,27.04
11116,India,Birch,1993,28303,1083,66388,27.04
11117,India,Birch,1993,28303,1083,66388,25.97
11118,India,Mangrove,1993,8981,1083,66388,25.88
11119,India,Mangrove,1993,8981,1083,66388,27.46
11120,India,Mangrove,1993,8981,1083,66388,26.1
11121,India,Mangrove,1993,8981,1083,66388,24.34
11122,India,Mangrove,1993,8981,1083,66388,25.22
11123,India,Mangrove,1993,8981,1083,66388,25.75
11124,India,Mangrove,1993,8981,1083,66388,25.92
11125,India,Mangrove,1993,8981,1083,66388,26.34
11126,India,Mangrove,1993,8981,1083,66388,27.24
11127,India,Mangrove,1993,8981,1083,66388,25.5
11128,India,Mangrove,1993,8981,1083,66388,26.32
11129,India,Mangrove,1993,8981,1083,66388,25.27
11130,India,Mangrove,1993,8981,1083,66388,24.34
11131,India,Mangrove,1993,8981,1083,66388,26.07
11132,India,Mangrove,1993,8981,1083,66388,25.92
11133,India,Mangrove,1993,8981,1083,66388,25.66
11134,India,Mangrove,1993,8981,1083,66388,25.06
11135,India,Mangrove,1993,8981,1083,66388,27.07
11136,India,Mangrove,1993,8981,1083,66388,24.74
11137,India,Mangrove,1993,8981,1083,66388,27.04
11138,India,Mangrove,1993,8981,1083,66388,27.04
11139,India,Mangrove,1993,8981,1083,66388,25.97
11140,India,Bamboo,1993,10857,1083,66388,25.88
11141,India,Bamboo,1993,10857,1083,66388,27.46
11142,India,Bamboo,1993,10857,1083,66388,26.1
11143,India,Bamboo,1993,10857,1083,66388,24.34
11144,India,Bamboo,1993,10857,1083,66388,25.22
11145,India,Bamboo,1993,10857,1083,66388,25.75
11146,India,Bamboo,1993,10857,1083,66388,25.92
11147,India,Bamboo,1993,10857,1083,66388,26.34
11148,India,Bamboo,1993,10857,1083,66388,27.24
11149,India,Bamboo,1993,10857,1083,66388,25.5
11150,India,Bamboo,1993,10857,1083,66388,26.32
11151,India,Bamboo,1993,10857,1083,66388,25.27
11152,India,Bamboo,1993,10857,1083,66388,24.34
11153,India,Bamboo,1993,10857,1083,66388,26.07
11154,India,Bamboo,1993,10857,1083,66388,25.92
11155,India,Bamboo,1993,10857,1083,66388,25.66
11156,India,Bamboo,1993,10857,1083,66388,25.06
11157,India,Bamboo,1993,10857,1083,66388,27.07
11158,India,Bamboo,1993,10857,1083,66388,24.74
11159,India,Bamboo,1993,10857,1083,66388,27.04
11160,India,Bamboo,1993,10857,1083,66388,27.04
11161,India,Bamboo,1993,10857,1083,66388,25.97
11162,India,Cedar,1993,85962,1083,66388,25.88
11163,India,Cedar,1993,85962,1083,66388,27.46
11164,India,Cedar,1993,85962,1083,66388,26.1
11165,India,Cedar,1993,85962,1083,66388,24.34
11166,India,Cedar,1993,85962,1083,66388,25.22
11167,India,Cedar,1993,85962,1083,66388,25.75
11168,India,Cedar,1993,85962,1083,66388,25.92
11169,India,Cedar,1993,85962,1083,66388,26.34
11170,India,Cedar,1993,85962,1083,66388,27.24
11171,India,Cedar,1993,85962,1083,66388,25.5
11172,India,Cedar,1993,85962,1083,66388,26.32
11173,India,Cedar,1993,85962,1083,66388,25.27
11174,India,Cedar,1993,85962,1083,66388,24.34
11175,India,Cedar,1993,85962,1083,66388,26.07
11176,India,Cedar,1993,85962,1083,66388,25.92
11177,India,Cedar,1993,85962,1083,66388,25.66
11178,India,Cedar,1993,85962,1083,66388,25.06
11179,India,Cedar,1993,85962,1083,66388,27.07
11180,India,Cedar,1993,85962,1083,66388,24.74
11181,India,Cedar,1993,85962,1083,66388,27.04
11182,India,Cedar,1993,85962,1083,66388,27.04
11183,India,Cedar,1993,85962,1083,66388,25.97
11184,India,Lime,1993,23267,1083,66388,25.88
11185,India,Lime,1993,23267,1083,66388,27.46
11186,India,Lime,1993,23267,1083,66388,26.1
11187,India,Lime,1993,23267,1083,66388,24.34
11188,India,Lime,1993,23267,1083,66388,25.22
11189,India,Lime,1993,23267,1083,66388,25.75
11190,India,Lime,1993,23267,1083,66388,25.92
11191,India,Lime,1993,23267,1083,66388,26.34
11192,India,Lime,1993,23267,1083,66388,27.24
11193,India,Lime,1993,23267,1083,66388,25.5
11194,India,Lime,1993,23267,1083,66388,26.32
11195,India,Lime,1993,23267,1083,66388,25.27
11196,India,Lime,1993,23267,1083,66388,24.34
11197,India,Lime,1993,23267,1083,66388,26.07
11198,India,Lime,1993,23267,1083,66388,25.92
11199,India,Lime,1993,23267,1083,66388,25.66
11200,India,Lime,1993,23267,1083,66388,25.06
11201,India,Lime,1993,23267,1083,66388,27.07
11202,India,Lime,1993,23267,1083,66388,24.74
11203,India,Lime,1993,23267,1083,66388,27.04
11204,India,Lime,1993,23267,1083,66388,27.04
11205,India,Lime,1993,23267,1083,66388,25.97
11206,India,Oak,1994,245277,1083,61357,25.75
11207,India,Oak,1994,245277,1083,61357,26.74
11208,India,Oak,1994,245277,1083,61357,26.03
11209,India,Oak,1994,245277,1083,61357,24.29
11210,India,Oak,1994,245277,1083,61357,25.22
11211,India,Oak,1994,245277,1083,61357,25.33
11212,India,Oak,1994,245277,1083,61357,25.87
11213,India,Oak,1994,245277,1083,61357,26.54
11214,India,Oak,1994,245277,1083,61357,27.07
11215,India,Oak,1994,245277,1083,61357,25.01
11216,India,Oak,1994,245277,1083,61357,25.92
11217,India,Oak,1994,245277,1083,61357,25.33
11218,India,Oak,1994,245277,1083,61357,24.29
11219,India,Oak,1994,245277,1083,61357,25.75
11220,India,Oak,1994,245277,1083,61357,25.87
11221,India,Oak,1994,245277,1083,61357,25.71
11222,India,Oak,1994,245277,1083,61357,24.84
11223,India,Oak,1994,245277,1083,61357,26.46
11224,India,Oak,1994,245277,1083,61357,24.71
11225,India,Oak,1994,245277,1083,61357,26.55
11226,India,Oak,1994,245277,1083,61357,26.55
11227,India,Oak,1994,245277,1083,61357,25.95
11228,India,Pine,1994,14480,1083,61357,25.75
11229,India,Pine,1994,14480,1083,61357,26.74
11230,India,Pine,1994,14480,1083,61357,26.03
11231,India,Pine,1994,14480,1083,61357,24.29
11232,India,Pine,1994,14480,1083,61357,25.22
11233,India,Pine,1994,14480,1083,61357,25.33
11234,India,Pine,1994,14480,1083,61357,25.87
11235,India,Pine,1994,14480,1083,61357,26.54
11236,India,Pine,1994,14480,1083,61357,27.07
11237,India,Pine,1994,14480,1083,61357,25.01
11238,India,Pine,1994,14480,1083,61357,25.92
11239,India,Pine,1994,14480,1083,61357,25.33
11240,India,Pine,1994,14480,1083,61357,24.29
11241,India,Pine,1994,14480,1083,61357,25.75
11242,India,Pine,1994,14480,1083,61357,25.87
11243,India,Pine,1994,14480,1083,61357,25.71
11244,India,Pine,1994,14480,1083,61357,24.84
11245,India,Pine,1994,14480,1083,61357,26.46
11246,India,Pine,1994,14480,1083,61357,24.71
11247,India,Pine,1994,14480,1083,61357,26.55
11248,India,Pine,1994,14480,1083,61357,26.55
11249,India,Pine,1994,14480,1083,61357,25.95
11250,India,Plywood,1994,166101,1083,61357,25.75
11251,India,Plywood,1994,166101,1083,61357,26.74
11252,India,Plywood,1994,166101,1083,61357,26.03
11253,India,Plywood,1994,166101,1083,61357,24.29
11254,India,Plywood,1994,166101,1083,61357,25.22
11255,India,Plywood,1994,166101,1083,61357,25.33
11256,India,Plywood,1994,166101,1083,61357,25.87
11257,India,Plywood,1994,166101,1083,61357,26.54
11258,India,Plywood,1994,166101,1083,61357,27.07
11259,India,Plywood,1994,166101,1083,61357,25.01
11260,India,Plywood,1994,166101,1083,61357,25.92
11261,India,Plywood,1994,166101,1083,61357,25.33
11262,India,Plywood,1994,166101,1083,61357,24.29
11263,India,Plywood,1994,166101,1083,61357,25.75
11264,India,Plywood,1994,166101,1083,61357,25.87
11265,India,Plywood,1994,166101,1083,61357,25.71
11266,India,Plywood,1994,166101,1083,61357,24.84
11267,India,Plywood,1994,166101,1083,61357,26.46
11268,India,Plywood,1994,166101,1083,61357,24.71
11269,India,Plywood,1994,166101,1083,61357,26.55
11270,India,Plywood,1994,166101,1083,61357,26.55
11271,India,Plywood,1994,166101,1083,61357,25.95
11272,India,Birch,1994,28645,1083,61357,25.75
11273,India,Birch,1994,28645,1083,61357,26.74
11274,India,Birch,1994,28645,1083,61357,26.03
11275,India,Birch,1994,28645,1083,61357,24.29
11276,India,Birch,1994,28645,1083,61357,25.22
11277,India,Birch,1994,28645,1083,61357,25.33
11278,India,Birch,1994,28645,1083,61357,25.87
11279,India,Birch,1994,28645,1083,61357,26.54
11280,India,Birch,1994,28645,1083,61357,27.07
11281,India,Birch,1994,28645,1083,61357,25.01
11282,India,Birch,1994,28645,1083,61357,25.92
11283,India,Birch,1994,28645,1083,61357,25.33
11284,India,Birch,1994,28645,1083,61357,24.29
11285,India,Birch,1994,28645,1083,61357,25.75
11286,India,Birch,1994,28645,1083,61357,25.87
11287,India,Birch,1994,28645,1083,61357,25.71
11288,India,Birch,1994,28645,1083,61357,24.84
11289,India,Birch,1994,28645,1083,61357,26.46
11290,India,Birch,1994,28645,1083,61357,24.71
11291,India,Birch,1994,28645,1083,61357,26.55
11292,India,Birch,1994,28645,1083,61357,26.55
11293,India,Birch,1994,28645,1083,61357,25.95
11294,India,Mangrove,1994,7786,1083,61357,25.75
11295,India,Mangrove,1994,7786,1083,61357,26.74
11296,India,Mangrove,1994,7786,1083,61357,26.03
11297,India,Mangrove,1994,7786,1083,61357,24.29
11298,India,Mangrove,1994,7786,1083,61357,25.22
11299,India,Mangrove,1994,7786,1083,61357,25.33
11300,India,Mangrove,1994,7786,1083,61357,25.87
11301,India,Mangrove,1994,7786,1083,61357,26.54
11302,India,Mangrove,1994,7786,1083,61357,27.07
11303,India,Mangrove,1994,7786,1083,61357,25.01
11304,India,Mangrove,1994,7786,1083,61357,25.92
11305,India,Mangrove,1994,7786,1083,61357,25.33
11306,India,Mangrove,1994,7786,1083,61357,24.29
11307,India,Mangrove,1994,7786,1083,61357,25.75
11308,India,Mangrove,1994,7786,1083,61357,25.87
11309,India,Mangrove,1994,7786,1083,61357,25.71
11310,India,Mangrove,1994,7786,1083,61357,24.84
11311,India,Mangrove,1994,7786,1083,61357,26.46
11312,India,Mangrove,1994,7786,1083,61357,24.71
11313,India,Mangrove,1994,7786,1083,61357,26.55
11314,India,Mangrove,1994,7786,1083,61357,26.55
11315,India,Mangrove,1994,7786,1083,61357,25.95
11316,India,Bamboo,1994,9106,1083,61357,25.75
11317,India,Bamboo,1994,9106,1083,61357,26.74
11318,India,Bamboo,1994,9106,1083,61357,26.03
11319,India,Bamboo,1994,9106,1083,61357,24.29
11320,India,Bamboo,1994,9106,1083,61357,25.22
11321,India,Bamboo,1994,9106,1083,61357,25.33
11322,India,Bamboo,1994,9106,1083,61357,25.87
11323,India,Bamboo,1994,9106,1083,61357,26.54
11324,India,Bamboo,1994,9106,1083,61357,27.07
11325,India,Bamboo,1994,9106,1083,61357,25.01
11326,India,Bamboo,1994,9106,1083,61357,25.92
11327,India,Bamboo,1994,9106,1083,61357,25.33
11328,India,Bamboo,1994,9106,1083,61357,24.29
11329,India,Bamboo,1994,9106,1083,61357,25.75
11330,India,Bamboo,1994,9106,1083,61357,25.87
11331,India,Bamboo,1994,9106,1083,61357,25.71
11332,India,Bamboo,1994,9106,1083,61357,24.84
11333,India,Bamboo,1994,9106,1083,61357,26.46
11334,India,Bamboo,1994,9106,1083,61357,24.71
11335,India,Bamboo,1994,9106,1083,61357,26.55
11336,India,Bamboo,1994,9106,1083,61357,26.55
11337,India,Bamboo,1994,9106,1083,61357,25.95
11338,India,Cedar,1994,84823,1083,61357,25.75
11339,India,Cedar,1994,84823,1083,61357,26.74
11340,India,Cedar,1994,84823,1083,61357,26.03
11341,India,Cedar,1994,84823,1083,61357,24.29
11342,India,Cedar,1994,84823,1083,61357,25.22
11343,India,Cedar,1994,84823,1083,61357,25.33
11344,India,Cedar,1994,84823,1083,61357,25.87
11345,India,Cedar,1994,84823,1083,61357,26.54
11346,India,Cedar,1994,84823,1083,61357,27.07
11347,India,Cedar,1994,84823,1083,61357,25.01
11348,India,Cedar,1994,84823,1083,61357,25.92
11349,India,Cedar,1994,84823,1083,61357,25.33
11350,India,Cedar,1994,84823,1083,61357,24.29
11351,India,Cedar,1994,84823,1083,61357,25.75
11352,India,Cedar,1994,84823,1083,61357,25.87
11353,India,Cedar,1994,84823,1083,61357,25.71
11354,India,Cedar,1994,84823,1083,61357,24.84
11355,India,Cedar,1994,84823,1083,61357,26.46
11356,India,Cedar,1994,84823,1083,61357,24.71
11357,India,Cedar,1994,84823,1083,61357,26.55
11358,India,Cedar,1994,84823,1083,61357,26.55
11359,India,Cedar,1994,84823,1083,61357,25.95
11360,India,Lime,1994,23796,1083,61357,25.75
11361,India,Lime,1994,23796,1083,61357,26.74
11362,India,Lime,1994,23796,1083,61357,26.03
11363,India,Lime,1994,23796,1083,61357,24.29
11364,India,Lime,1994,23796,1083,61357,25.22
11365,India,Lime,1994,23796,1083,61357,25.33
11366,India,Lime,1994,23796,1083,61357,25.87
11367,India,Lime,1994,23796,1083,61357,26.54
11368,India,Lime,1994,23796,1083,61357,27.07
11369,India,Lime,1994,23796,1083,61357,25.01
11370,India,Lime,1994,23796,1083,61357,25.92
11371,India,Lime,1994,23796,1083,61357,25.33
11372,India,Lime,1994,23796,1083,61357,24.29
11373,India,Lime,1994,23796,1083,61357,25.75
11374,India,Lime,1994,23796,1083,61357,25.87
11375,India,Lime,1994,23796,1083,61357,25.71
11376,India,Lime,1994,23796,1083,61357,24.84
11377,India,Lime,1994,23796,1083,61357,26.46
11378,India,Lime,1994,23796,1083,61357,24.71
11379,India,Lime,1994,23796,1083,61357,26.55
11380,India,Lime,1994,23796,1083,61357,26.55
11381,India,Lime,1994,23796,1083,61357,25.95
11382,India,Oak,1995,252775,1083,61257,25.86
11383,India,Oak,1995,252775,1083,61257,27.2
11384,India,Oak,1995,252775,1083,61257,26.15
11385,India,Oak,1995,252775,1083,61257,24.04
11386,India,Oak,1995,252775,1083,61257,25.44
11387,India,Oak,1995,252775,1083,61257,25.73
11388,India,Oak,1995,252775,1083,61257,25.92
11389,India,Oak,1995,252775,1083,61257,26.62
11390,India,Oak,1995,252775,1083,61257,27.24
11391,India,Oak,1995,252775,1083,61257,25.5
11392,India,Oak,1995,252775,1083,61257,26.13
11393,India,Oak,1995,252775,1083,61257,25.55
11394,India,Oak,1995,252775,1083,61257,24.04
11395,India,Oak,1995,252775,1083,61257,26.04
11396,India,Oak,1995,252775,1083,61257,25.92
11397,India,Oak,1995,252775,1083,61257,25.76
11398,India,Oak,1995,252775,1083,61257,25.24
11399,India,Oak,1995,252775,1083,61257,26.72
11400,India,Oak,1995,252775,1083,61257,24.64
11401,India,Oak,1995,252775,1083,61257,27.03
11402,India,Oak,1995,252775,1083,61257,27.03
11403,India,Oak,1995,252775,1083,61257,26.01
11404,India,Pine,1995,15946,1083,61257,25.86
11405,India,Pine,1995,15946,1083,61257,27.2
11406,India,Pine,1995,15946,1083,61257,26.15
11407,India,Pine,1995,15946,1083,61257,24.04
11408,India,Pine,1995,15946,1083,61257,25.44
11409,India,Pine,1995,15946,1083,61257,25.73
11410,India,Pine,1995,15946,1083,61257,25.92
11411,India,Pine,1995,15946,1083,61257,26.62
11412,India,Pine,1995,15946,1083,61257,27.24
11413,India,Pine,1995,15946,1083,61257,25.5
11414,India,Pine,1995,15946,1083,61257,26.13
11415,India,Pine,1995,15946,1083,61257,25.55
11416,India,Pine,1995,15946,1083,61257,24.04
11417,India,Pine,1995,15946,1083,61257,26.04
11418,India,Pine,1995,15946,1083,61257,25.92
11419,India,Pine,1995,15946,1083,61257,25.76
11420,India,Pine,1995,15946,1083,61257,25.24
11421,India,Pine,1995,15946,1083,61257,26.72
11422,India,Pine,1995,15946,1083,61257,24.64
11423,India,Pine,1995,15946,1083,61257,27.03
11424,India,Pine,1995,15946,1083,61257,27.03
11425,India,Pine,1995,15946,1083,61257,26.01
11426,India,Plywood,1995,162720,1083,61257,25.86
11427,India,Plywood,1995,162720,1083,61257,27.2
11428,India,Plywood,1995,162720,1083,61257,26.15
11429,India,Plywood,1995,162720,1083,61257,24.04
11430,India,Plywood,1995,162720,1083,61257,25.44
11431,India,Plywood,1995,162720,1083,61257,25.73
11432,India,Plywood,1995,162720,1083,61257,25.92
11433,India,Plywood,1995,162720,1083,61257,26.62
11434,India,Plywood,1995,162720,1083,61257,27.24
11435,India,Plywood,1995,162720,1083,61257,25.5
11436,India,Plywood,1995,162720,1083,61257,26.13
11437,India,Plywood,1995,162720,1083,61257,25.55
11438,India,Plywood,1995,162720,1083,61257,24.04
11439,India,Plywood,1995,162720,1083,61257,26.04
11440,India,Plywood,1995,162720,1083,61257,25.92
11441,India,Plywood,1995,162720,1083,61257,25.76
11442,India,Plywood,1995,162720,1083,61257,25.24
11443,India,Plywood,1995,162720,1083,61257,26.72
11444,India,Plywood,1995,162720,1083,61257,24.64
11445,India,Plywood,1995,162720,1083,61257,27.03
11446,India,Plywood,1995,162720,1083,61257,27.03
11447,India,Plywood,1995,162720,1083,61257,26.01
11448,India,Birch,1995,26972,1083,61257,25.86
11449,India,Birch,1995,26972,1083,61257,27.2
11450,India,Birch,1995,26972,1083,61257,26.15
11451,India,Birch,1995,26972,1083,61257,24.04
11452,India,Birch,1995,26972,1083,61257,25.44
11453,India,Birch,1995,26972,1083,61257,25.73
11454,India,Birch,1995,26972,1083,61257,25.92
11455,India,Birch,1995,26972,1083,61257,26.62
11456,India,Birch,1995,26972,1083,61257,27.24
11457,India,Birch,1995,26972,1083,61257,25.5
11458,India,Birch,1995,26972,1083,61257,26.13
11459,India,Birch,1995,26972,1083,61257,25.55
11460,India,Birch,1995,26972,1083,61257,24.04
11461,India,Birch,1995,26972,1083,61257,26.04
11462,India,Birch,1995,26972,1083,61257,25.92
11463,India,Birch,1995,26972,1083,61257,25.76
11464,India,Birch,1995,26972,1083,61257,25.24
11465,India,Birch,1995,26972,1083,61257,26.72
11466,India,Birch,1995,26972,1083,61257,24.64
11467,India,Birch,1995,26972,1083,61257,27.03
11468,India,Birch,1995,26972,1083,61257,27.03
11469,India,Birch,1995,26972,1083,61257,26.01
11470,India,Mangrove,1995,8235,1083,61257,25.86
11471,India,Mangrove,1995,8235,1083,61257,27.2
11472,India,Mangrove,1995,8235,1083,61257,26.15
11473,India,Mangrove,1995,8235,1083,61257,24.04
11474,India,Mangrove,1995,8235,1083,61257,25.44
11475,India,Mangrove,1995,8235,1083,61257,25.73
11476,India,Mangrove,1995,8235,1083,61257,25.92
11477,India,Mangrove,1995,8235,1083,61257,26.62
11478,India,Mangrove,1995,8235,1083,61257,27.24
11479,India,Mangrove,1995,8235,1083,61257,25.5
11480,India,Mangrove,1995,8235,1083,61257,26.13
11481,India,Mangrove,1995,8235,1083,61257,25.55
11482,India,Mangrove,1995,8235,1083,61257,24.04
11483,India,Mangrove,1995,8235,1083,61257,26.04
11484,India,Mangrove,1995,8235,1083,61257,25.92
11485,India,Mangrove,1995,8235,1083,61257,25.76
11486,India,Mangrove,1995,8235,1083,61257,25.24
11487,India,Mangrove,1995,8235,1083,61257,26.72
11488,India,Mangrove,1995,8235,1083,61257,24.64
11489,India,Mangrove,1995,8235,1083,61257,27.03
11490,India,Mangrove,1995,8235,1083,61257,27.03
11491,India,Mangrove,1995,8235,1083,61257,26.01
11492,India,Bamboo,1995,10121,1083,61257,25.86
11493,India,Bamboo,1995,10121,1083,61257,27.2
11494,India,Bamboo,1995,10121,1083,61257,26.15
11495,India,Bamboo,1995,10121,1083,61257,24.04
11496,India,Bamboo,1995,10121,1083,61257,25.44
11497,India,Bamboo,1995,10121,1083,61257,25.73
11498,India,Bamboo,1995,10121,1083,61257,25.92
11499,India,Bamboo,1995,10121,1083,61257,26.62
11500,India,Bamboo,1995,10121,1083,61257,27.24
11501,India,Bamboo,1995,10121,1083,61257,25.5
11502,India,Bamboo,1995,10121,1083,61257,26.13
11503,India,Bamboo,1995,10121,1083,61257,25.55
11504,India,Bamboo,1995,10121,1083,61257,24.04
11505,India,Bamboo,1995,10121,1083,61257,26.04
11506,India,Bamboo,1995,10121,1083,61257,25.92
11507,India,Bamboo,1995,10121,1083,61257,25.76
11508,India,Bamboo,1995,10121,1083,61257,25.24
11509,India,Bamboo,1995,10121,1083,61257,26.72
11510,India,Bamboo,1995,10121,1083,61257,24.64
11511,India,Bamboo,1995,10121,1083,61257,27.03
11512,India,Bamboo,1995,10121,1083,61257,27.03
11513,India,Bamboo,1995,10121,1083,61257,26.01
11514,India,Cedar,1995,80643,1083,61257,25.86
11515,India,Cedar,1995,80643,1083,61257,27.2
11516,India,Cedar,1995,80643,1083,61257,26.15
11517,India,Cedar,1995,80643,1083,61257,24.04
11518,India,Cedar,1995,80643,1083,61257,25.44
11519,India,Cedar,1995,80643,1083,61257,25.73
11520,India,Cedar,1995,80643,1083,61257,25.92
11521,India,Cedar,1995,80643,1083,61257,26.62
11522,India,Cedar,1995,80643,1083,61257,27.24
11523,India,Cedar,1995,80643,1083,61257,25.5
11524,India,Cedar,1995,80643,1083,61257,26.13
11525,India,Cedar,1995,80643,1083,61257,25.55
11526,India,Cedar,1995,80643,1083,61257,24.04
11527,India,Cedar,1995,80643,1083,61257,26.04
11528,India,Cedar,1995,80643,1083,61257,25.92
11529,India,Cedar,1995,80643,1083,61257,25.76
11530,India,Cedar,1995,80643,1083,61257,25.24
11531,India,Cedar,1995,80643,1083,61257,26.72
11532,India,Cedar,1995,80643,1083,61257,24.64
11533,India,Cedar,1995,80643,1083,61257,27.03
11534,India,Cedar,1995,80643,1083,61257,27.03
11535,India,Cedar,1995,80643,1083,61257,26.01
11536,India,Lime,1995,25590,1083,61257,25.86
11537,India,Lime,1995,25590,1083,61257,27.2
11538,India,Lime,1995,25590,1083,61257,26.15
11539,India,Lime,1995,25590,1083,61257,24.04
11540,India,Lime,1995,25590,1083,61257,25.44
11541,India,Lime,1995,25590,1083,61257,25.73
11542,India,Lime,1995,25590,1083,61257,25.92
11543,India,Lime,1995,25590,1083,61257,26.62
11544,India,Lime,1995,25590,1083,61257,27.24
11545,India,Lime,1995,25590,1083,61257,25.5
11546,India,Lime,1995,25590,1083,61257,26.13
11547,India,Lime,1995,25590,1083,61257,25.55
11548,India,Lime,1995,25590,1083,61257,24.04
11549,India,Lime,1995,25590,1083,61257,26.04
11550,India,Lime,1995,25590,1083,61257,25.92
11551,India,Lime,1995,25590,1083,61257,25.76
11552,India,Lime,1995,25590,1083,61257,25.24
11553,India,Lime,1995,25590,1083,61257,26.72
11554,India,Lime,1995,25590,1083,61257,24.64
11555,India,Lime,1995,25590,1083,61257,27.03
11556,India,Lime,1995,25590,1083,61257,27.03
11557,India,Lime,1995,25590,1083,61257,26.01
